a,17219991,0.18930007064787863
b,2386305,0.026232749197568454
c,611758,0.006725080902737111
d,3599313,0.03956739612603909
e,7260570,0.07981574519660714
f,296053,0.0032545228284681688
g,3291029,0.0361784174105676
h,1964717,0.02159821494117437
i,7270358,0.07992334508394165
j,974961,0.010717786448258097
k,4467215,0.04910827857571256
l,3014969,0.0331436784549518
m,4025761,0.04425535656269939
n,9010753,0.09905557903547013
o,1996437,0.021946914208261715
p,2914318,0.0320372178644219
q,14704,0.00016164167790833382
r,4786962,0.052623270522540365
s,4321659,0.04750817546978047
t,4763884,0.052369573117564266
u,4520966,0.04969916553363223
v,244411,0.002686820194454147
w,466248,0.005125483476700546
x,18097,0.00019894106672382463
y,1455799,0.016003658396169372
z,69400,0.0007629170597686593
